lung-1vs5,20,0.9568345323741008,0.0
lung-1vs5,20,0.9448441247002398,0.0
lung-1vs5,20,0.9520383693045564,0.0
lung-1vs5,20,0.9496402877697842,0.0
lung-1vs5,20,0.9364508393285372,0.0
lung-1vs5,20,0.947242206235012,0.0
lung-1vs5,20,0.9352517985611511,0.0
lung-1vs5,20,0.9484412470023981,0.0
lung-1vs5,20,0.9532374100719424,0.0
lung-1vs5,20,0.9460431654676259,0.0
lung-1vs5,20,0.9470023980815349,0.006519077802910386
lung-1vs5,20,(0.9568345323741008, 0.45447052947052946),0.0
secom,20,(0.504902991745097, 0.09077717036103872),0.0
ad,20,(0.8597807444490799, 0.6046219932957688),0.0
apascal,20,(0.8325896909424947, 0.04111090344510156),0.0
lung-1vs5,20,0.9568345323741008,0.0
lung-1vs5,20,0.9448441247002398,0.0
lung-1vs5,20,0.9520383693045564,0.0
lung-1vs5,20,0.9496402877697842,0.0
lung-1vs5,20,0.9364508393285372,0.0
lung-1vs5,20,0.947242206235012,0.0
lung-1vs5,20,0.9352517985611511,0.0
lung-1vs5,20,0.9484412470023981,0.0
lung-1vs5,20,0.9532374100719424,0.0
lung-1vs5,20,0.9460431654676259,0.0
lung-1vs5,20,0.9470023980815349,0.006519077802910386
lung-1vs5,20,0.9484412470023981,0.0
secom,20,0.504902991745097,0.0
lung-1vs5,20,0.9448441247002397,0.0
lung-1vs5,20,0.9448441247002398,0.0
lung-1vs5,20,0.9556354916067147,0.0
secom,20,0.5109627214890372,0.0
lung-1vs5,20,0.9400479616306955,0.0
lung-1vs5,20,0.9412470023980816,0.0
lung-1vs5,20,0.9460431654676259,0.0
lung-1vs5,20,0.9448441247002397,0.0
secom,20,0.5012158893737841,0.0
lung-1vs5,20,0.9544364508393286,0.0
lung-1vs5,20,0.9508393285371703,0.0
lung-1vs5,20,0.9471223021582734,0.004927751220152187
lung-1vs5,20,0.9436450839328537,0.0
secom,20,0.5182712024817289,0.0
lung-1vs5,20,0.9496402877697842,0.0
lung-1vs5,20,0.9448441247002397,0.0
lung-1vs5,20,0.9508393285371703,0.0
ad,20,0.8597807444490799,0.0
secom,20,0.5085046532414954,0.0
lung-1vs5,20,0.9436450839328537,0.0
lung-1vs5,20,0.9448441247002398,0.0
lung-1vs5,20,0.9400479616306954,0.0
secom,20,0.5003023292496976,0.0
lung-1vs5,20,0.9520383693045563,0.0
lung-1vs5,20,0.9436450839328536,0.0
lung-1vs5,20,0.9460431654676259,0.0
lung-1vs5,20,0.9459232613908874,0.0035750723059653866
secom,20,0.5215836794784163,0.0
ad,20,0.8528198828782891,0.0
apascal,20,0.8325896909424947,0.0
lung-1vs5,20,0.9460431654676259,0.0
lung-1vs5,20,0.9388489208633093,0.0
secom,20,0.5124283611125717,0.0
lung-1vs5,20,0.9460431654676259,0.0
lung-1vs5,20,0.9532374100719424,0.0
secom,20,0.5230624638519376,0.0
lung-1vs5,20,0.9412470023980816,0.0
lung-1vs5,20,0.9436450839328537,0.0
lung-1vs5,20,0.9424460431654677,0.0
ad,20,0.8540799456110262,0.0
secom,20,0.5100754508649246,0.0
secom,20,0.511130974288869,0.007527826977022641
lung-1vs5,20,0.9508393285371703,0.0
lung-1vs5,20,0.9448441247002397,0.0
lung-1vs5,20,0.947242206235012,0.0
lung-1vs5,20,0.9454436450839327,0.004092577497812003
secom,20,0.5101937536148062,0.0
lung-1vs5,20,0.947242206235012,0.0
lung-1vs5,20,0.9496402877697842,0.0
secom,20,0.5116988274883011,0.0
lung-1vs5,20,0.947242206235012,0.0
ad,20,0.8603315873236608,0.0
lung-1vs5,20,0.9508393285371703,0.0
lung-1vs5,20,0.9424460431654677,0.0
secom,20,0.5119814396130186,0.0
lung-1vs5,20,0.9436450839328537,0.0
lung-1vs5,20,0.9448441247002398,0.0
secom,20,0.49271123613228873,0.0
lung-1vs5,20,0.9520383693045564,0.0
ad,20,0.8661784020148643,0.0
